#
#
# US Geological Survey
# retrieved: 2019-04-03 21:19:48 EDT
# URL: https://nwis.waterdata.usgs.gov/pr/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in Puerto Rico.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#  alt_va          -- Altitude of Gage/land surface
#  alt_acy_va      -- Altitude accuracy
#  alt_datum_cd    -- Altitude datum
#  huc_cd          -- Hydrologic unit code
#  nat_aqfr_cd     -- National aquifer code
#  aqfr_cd         -- Local aquifer code
#  well_depth_va   -- Well depth
#  hole_depth_va   -- Hole depth
#  qw_begin_date   -- Water-quality data begin date
#  qw_end_date     -- Water-quality data end date
#  qw_count_nu     -- Water-quality data count
#  gw_begin_date   -- Field water-level measurements begin date
#  gw_end_date     -- Field water-level measurements end date
#  gw_count_nu     -- Field water-level measurements count
#
#
# query started 2019-04-03 21:19:48 EDT
#
# there are 338 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	alt_va	alt_acy_va	alt_datum_cd	huc_cd	nat_aqfr_cd	aqfr_cd	well_depth_va	hole_depth_va	qw_begin_date	qw_end_date	qw_count_nu	gw_begin_date	gw_end_date	gw_count_nu
USGS	180034066131001	WINDMILL WELL, SALINAS, PR	18.00746472	-66.21905610	S	NAD83	 272.00	  5	NGVD29	21010004										
USGS	180034066135700	HUCAR 4 WELL, SALINAS, PR	18.00746470	-66.23211187	S	NAD83	 200.0	10.	NGVD29	21010004			70.0	70.0						
USGS	180035066124500	JDIA WELL, SALINAS, PR	18.00763139	-66.21216720	1	NAD83	 394	 30	NGVD29	21010004			125							
USGS	180037066135200	HUCAR 7 WELL, SALINAS, PR	18.00829800	-66.23072297	S	NAD83	 197	 10	NGVD29	21010004	N300STHCST	110SCPL	57.0	57.0	2002-03-18	2002-12-05	2	--	--	0
USGS	180039066135800	HUCAR 5 WELL, SALINAS, PR	18.00888130	-66.23247299	S	NAD83	 211	 21	NGVD29	21010004										
USGS	180040066152800	MMAR WELL, SALINAS, PR	18.00885350	-66.25766780	S	NAD83	 145.0	  5	NGVD29	21010004										
USGS	180043066152300	JUA WELL, SALINAS, PR	18.00996458	-66.25600107	S	NAD83	 147.64	  5	NGVD29	21010004			84.0	84.0	--	--	0	1989-07-19	1989-07-19	2
USGS	180044066132200	HUCAR 30 WELL, SALINAS, PR	18.01024238	-66.22244508	S	NAD83	 291	 30	NGVD29	21010004			160							
USGS	180046066135400	HUCAR 6 WELL, SALINAS, PR	18.01079790	-66.23127850	S	NAD83	 230	 10	NGVD29	21010004			65.0	65.0	2002-03-13	2002-11-20	2	2002-01-11	2002-01-11	1
USGS	180046066135500	HUCAR 23 WELL, SALINAS, PR	18.01088123	-66.23163970	S	NAD83	 230	 20	NGVD29	21010004			305							
USGS	180047066132700	HUCAR 28 WELL, SALINAS, PR	18.01018683	-66.22372288	S	NAD83	 305	 10	NGVD29	21010004			80.0	80.0	2002-03-13	2003-02-21	12	--	--	0
USGS	180047066135200	HUCAR 22 WELL, SALINAS, PR	18.01113122	-66.23072297	S	NAD83	 235	 20	NGVD29	21010004			100							
USGS	180048066152800	SAN 2 WELL, SALINAS, PR	18.01135340	-66.25738998	S	NAD83	 134.50	  5	NGVD29	21010004				98.0	--	--	0	1989-07-19	1989-07-19	1
USGS	180049066153200	SAN 1 WELL, SALINAS, PR	18.01163118	-66.25850110	S	NAD83	 157.20	  5	NGVD29	21010004			38.00	38.00	1961-10-20	1961-10-20	1	1961-10-20	1989-03-23	4
USGS	180050066135500	HUCAR 21 WELL, SALINAS, PR	18.01190897	-66.23152850	S	NAD83	 233	 20	NGVD29	21010004			350.00							
USGS	180054066123800	RANCHO WELL, SALINAS, PR	18.01135347	-66.20655599	S	NAD83	 385.0	  5	NGVD29	21010005					--	--	0	1989-06-15	1989-06-15	1
USGS	180054066152800	ALGON WELL, SALINAS, PR	18.01302000	-66.25738999	S	NAD83	 155	  3	NGVD29	21010004					1986-03-19	1986-08-07	4	--	--	0
USGS	180056066135100	HUCAR 24 WELL, SALINAS, PR	18.01363112	-66.23052850	S	NAD83	 272	 30	NGVD29	21010004										
USGS	180057066133200	HUCAR 29 WELL, SALINAS, PR	18.01385334	-66.22516740	S	NAD83	 321.0	 10	NGVD29	21010004			150.0	150.0	--	--	0	2002-01-11	2002-01-11	1
USGS	180057066134000	HUCAR 25 WELL, SALINAS, PR	18.01399222	-66.22683400	S	NAD83	 292	 10	NGVD29	21010004			150.0	150.0	2002-03-06	2002-11-26	3	2002-01-11	2002-01-11	1
USGS	180059066151900	SANTINI 1 WELL, SALINAS, PR	18.01440884	-66.25489000	S	NAD83	 157.44	  5	NGVD29	21010004			68.0	100.0	--	--	0	1955-05-23	1955-05-23	1
USGS	180101066195300	RIO JUEYES WELL, SALINAS, PR	18.01496438	-66.33100190	S	NAD83	 230.0	  5	NGVD29	21010004				200.0						
USGS	180104066152300	PIEZOMETER RM 10, SALINAS, PR	18.01579767	-66.25600109	S	NAD83	 164.13	0.1	NGVD29	21010004	N300STHCST	110SCPL	37	37	2003-02-20	2008-05-14	8	1988-11-14	2009-03-17	217
USGS	180113066151700	ALBERGUE-HUCAR WELL, SALINAS, PR	18.01551990	-66.25516770	S	NAD83	 158.0	  5	NGVD29	21010004										
USGS	180123066151800	PIEZOMETER RM 11, SALINAS, PR	18.02107523	-66.25461220	S	NAD83	 181.81	 10	NGVD29	21010004			42.0	42.0	--	--	0	1988-11-14	1989-04-19	7
USGS	180126066151400	ASPHALT 2 WELL, SALINAS, PR	18.02190853	-66.25350108	S	NAD83	 189.37	10	NGVD29	21010004			100.0	100.0	--	--	0	1988-12-29	1989-03-23	5
USGS	180127066151600	ASPHALT 4 WELL, SALINAS, PR	18.02218630	-66.25405660	S	NAD83	 191.64	10	NGVD29	21010004			50.0	50.0	--	--	0	1988-12-29	1989-07-19	7
USGS	180128066151500	ASPHALT 1 WELL, SALINAS, PR	18.02246406	-66.25377890	S	NAD83	 189.56	10	NGVD29	21010004			100.0	100.0	--	--	0	1988-12-29	1989-07-19	4
USGS	180129066151600	ASPHALT 3 WELL, SALINAS, PR	18.02304737	-66.25419550	5	NAD83	 190.77	.10	NGVD29	21010004			105.0	105.0	--	--	0	1988-12-29	1989-04-19	6
USGS	180132066152000	BR 2 WELL, SALINAS, PR	18.02351957	-66.25519560	5	NAD83	 164	 10	NGVD29	21010004										
USGS	180132066153700	RL 3 WELL, SALINAS, PR	18.02357513	-66.25989000	S	NAD83	 185.51	10	NGVD29	21010004			59.0	60.0	--	--	0	1988-11-01	1989-04-19	8
USGS	180132066153701	RL 4 WELL, SALINAS, PR	18.02357513	-66.25989000	S	NAD83	 185.51	10	NGVD29	21010004			34.0	34.0	--	--	0	1988-11-01	1989-04-19	7
USGS	180135066153800	DODEF WELL, SALINAS, PR	18.02440843	-66.26016780	S	NAD83	 187.0	10	NGVD29	21010004			114.0	114.0	--	--	0	1958-12-29	1958-12-29	1
USGS	180141066150900	SALINAS WELL, SALINAS, PR	18.02607502	-66.25211219	S	NAD83	 197.0	10	NGVD29	21010004				100.0	--	--	0	1939-08	1939-08	1
USGS	180149066105600	MPER WELL, SALINAS, PR	18.02829735	-66.18175010	S	NAD83	 1029.	 30	NGVD29	21010004										
USGS	180155066131300	CCRE WELL, SALINAS, PR	18.03007490	-66.21977840	S	NAD83	 346	 30	NGVD29	21010004										
USGS	180159066132900	RM 8 WELL, SALINAS, PR	18.03107487	-66.22433400	S	NAD83	 315.0	10	NGVD29	21010004			55.0	73.0	--	--	0	1988-12-02	1989-04-19	7
USGS	180159066133400	PIEZOMETER RM 1, SALINAS, PR	18.03107486	-66.22572300	S	NAD83	 292.88	10	NGVD29	21010004				64.0						
USGS	180159066133401	PIEZOMETER RM 2, SALINAS, PR	18.03107486	-66.22572300	S	NAD83	 292.88	10	NGVD29	21010004				64.0						
USGS	180159066133402	PIEZOMETER RM 4, SALINAS, PR	18.03107486	-66.22572300	S	NAD83	 292.88	10	NGVD29	21010004			40.0	52.0	--	--	0	1988	1989-04-19	8
USGS	180201066133300	PIEZOMETER RM 7, SALINAS, PR	18.03163040	-66.22544517	S	NAD83	 298.17	10	NGVD29	21010004			50.0		--	--	0	1988-12-02	1989-04-19	7
USGS	180201066133900	DJES DOMESTIC WELL, SALINAS, PR	18.03163039	-66.22711190	S	NAD83	 290.0	10	NGVD29	21010004					1989-04-18	1989-12-18	5	1988-12-29	1989-04-19	5
USGS	180203066132900	TGO 2 WELL, SALINAS, PR	18.03218593	-66.22433400	S	NAD83	 295.0	10	NGVD29	21010005			90.50	93.0	--	--	0	1951-05-18	1951-05-18	1
USGS	180203066134500	UNKNOWN 1 WELL, SALINAS, PR	18.03218592	-66.22877860	S	NAD83	 285.55	10	NGVD29	21010004					--	--	0	1988-12-29	1989-04-19	5
USGS	180204066133400	PIEZOMETER RM 3, SALINAS, PR	18.03246370	-66.22572300	S	NAD83	 299.0	10	NGVD29	21010004			15.0	64.0						
USGS	180206066135500	PIEZOMETER RM 5, SALINAS, PR	18.03301922	-66.23155637	S	NAD83	 276.35	 10	NGVD29	21010004			34.0		--	--	0	1988-12-02	2002-10-30	144
USGS	180208066135600	TGO 1 WELL, SALINAS, PR	18.03357475	-66.23183420	S	NAD83	 280.0	10	NGVD29	21010005					1988-12-27	1988-12-27	1	--	--	0
USGS	180209066135400	PIEZOMETER RM 9, SALINAS, PR	18.03385250	-66.23127859	S	NAD83	 277.52	10	NGVD29	21010004			34.0		--	--	0	1988-11-15	1989-04-19	7
USGS	180210066135300	PIEZOMETER RM 6, SALINAS, PR	18.03413028	-66.23100080	S	NAD83	 282.34	10	NGVD29	21010004			28.0	65.0	--	--	0	1988-10-06	1989-04-19	9
USGS	180213066141900	CEIBA WELL, SALINAS, PR	18.03496357	-66.23822310	S	NAD83	 258.01	10	NGVD29	21010004					--	--	0	1988-12-29	1989-04-19	6
USGS	180217066141600	AO-2 WELL, SALINAS, PR	18.03607464	-66.23738979	S	NAD83	 262.66	 10	NGVD29	21010004			70.0	70.0	1995-02-13	1995-08-08	3	1985-06-01	1989-04-19	8
USGS	180217066141900	AO-3 WELL, SALINAS, PR	18.03607464	-66.23822310	S	NAD83	 259.94	10	NGVD29	21010005	N9999OTHER	111AVMV	52	52	1988-07-19	1993-08-31	39	1985-06-01	1989-04-19	10
USGS	180219066142200	TGO 4 WELL, SALINAS, PR	18.03663017	-66.23905649	S	NAD83	 255.18	10	NGVD29	21010005			43.0	43.0	1961-10-10	1963-03-01	5	1961-10-19	1989-04-19	7
USGS	180220066142400	TGO 3 WELL, SALINAS, PR	18.03690793	-66.23961200	S	NAD83	 265.10	10	NGVD29	21010005			42.0	42.0	--	--	0	1960-12-30	1960-12-30	1
USGS	180227066144500	RL 1 WELL, SALINAS, PR	18.03885229	-66.24544547	S	NAD83	 263.20	10	NGVD29	21010004			48.0	52.0	--	--	0	1988-10-31	1989-04-19	7
USGS	180227066144501	RL 2 WELL, SALINAS, PR	18.03885229	-66.24544547	S	NAD83	 263.20	10	NGVD29	21010004			26.0	26.0	--	--	0	1988-10-31	1989-03-22	6
USGS	180301066115200	LA PLENA ESTE WELL, SALINAS, PR	18.04774090	-66.19850040	S	NAD83	 495.0	16	NGVD29	21010005					--	--	0	1989-06-14	1989-06-14	2
USGS	180303066143000	JCOL WELL, SALINAS, P.R.	18.04907410	-66.24147320	5	NAD83	 340.77	 32	NGVD29	21010004										
USGS	180309066143000	JMCOL WELL, SALINAS, PR	18.05051849	-66.24127878	S	NAD83	 360.91	16	NGVD29	21010004			37.0	115.0	--	--	0	1980	1980	1
USGS	180310066143300	DRAM WELL, SALINAS, PR	18.05079625	-66.24211210	S	NAD83	 328.0	16	NGVD29	21010004			12.0	105.0						
USGS	180319066142900	ARN WELL, SALINAS, PR	18.05329615	-66.24100100	S	NAD83	 393.72	16	NGVD29	21010004				105.0	--	--	0	1989-06-15	1989-06-15	1
USGS	180332066140600	AMAR WELL, SALINAS, PR	18.05218509	-66.24127879	S	NAD83	 345.0	16	NGVD29	21010004				150.0						
USGS	180333066140800	RCOL WELL, SALINAS, PR	18.05246285	-66.24211210	S	NAD83	 354.0	16	NGVD29	21010004			260.0	400.0						
USGS	180334066142600	ROSA WELL, SALINAS, PR	18.05746266	-66.24016768	S	NAD83	 393.0	16	NGVD29	21010004				60.0	--	--	0	1989-06-15	1989-06-15	1
USGS	180341066141700	TGOD 5 WELL, SALINAS, PR	18.05940703	-66.23766760	S	NAD83	 492.0	16	NGVD29	21010005			71.20	106.0	--	--	0	1939-12-15	1939-12-15	1
USGS	180412066140900	JCOR WELL, SALINAS, P.R.	18.06826779	-66.23552880	5	NAD83	 561.93	 32	NGVD29	21010004										
